date;opening;max;min;close;nominalCount
2015-04-14 16:59:00;6,00;6,05;5,90;6,02;872.397,00;
2015-04-13 16:59:51;5,96;6,05;5,81;5,99;1.103.203,00;
2015-04-10 17:00:21;5,50;5,94;5,45;5,90;1.145.283,00;
2015-04-09 17:00:02;5,52;5,55;5,40;5,47;560.159,00;
2015-04-08 16:57:53;5,50;5,61;5,45;5,53;1.057.349,00;
2015-04-07 16:59:29;5,80;5,80;5,46;5,54;1.199.380,00;
2015-04-06 16:59:53;5,86;5,97;5,70;5,80;1.184.619,00;
2015-04-01 17:00:01;5,79;6,10;5,79;5,85;1.397.077,00;
2015-03-31 16:59:24;6,15;6,15;5,60;5,90;1.028.578,00;
2015-03-30 16:59:53;6,00;6,35;5,95;6,15;2.385.193,00;
2015-03-27 16:59:57;5,76;6,08;5,72;5,83;2.108.018,00;
2015-03-26 17:00:12;6,74;6,74;5,65;5,76;3.566.881,00;
2015-03-25 16:54:52;6,98;6,98;6,70;6,74;657.395,00;
2015-03-20 16:59:48;6,98;7,20;6,90;7,15;585.529,00;
2015-03-19 16:59:19;7,05;7,20;6,71;6,89;616.415,00;
2015-03-18 17:00:15;6,89;7,02;6,62;7,02;630.758,00;
2015-03-17 17:00:32;6,79;7,10;6,79;6,90;1.629.021,00;
2015-03-16 16:59:35;6,15;6,63;6,15;6,62;1.245.817,00;
2015-03-13 16:59:36;5,77;6,17;5,77;6,11;880.976,00;
2015-03-12 17:00:36;5,97;6,15;5,65;5,77;704.641,00;
2015-03-11 17:01:15;5,52;5,98;5,52;5,96;701.912,00;
2015-03-10 16:59:59;5,74;5,74;5,40;5,52;1.399.480,00;
2015-03-09 16:59:01;5,75;5,75;5,50;5,69;678.627,00;
2015-03-06 17:00:34;5,43;5,58;5,36;5,46;931.290,00;
2015-03-05 16:59:32;5,19;5,50;5,02;5,45;1.064.058,00;
2015-03-04 16:50:26;5,20;5,20;4,96;5,19;710.328,00;
2015-03-03 16:59:47;5,15;5,22;5,09;5,20;690.731,00;
2015-03-02 16:57:51;4,97;5,10;4,97;5,06;704.220,00;
2015-02-27 17:00:12;4,80;4,96;4,71;4,92;521.121,00;
2015-02-26 16:58:31;4,90;4,90;4,60;4,80;362.549,00;
2015-02-25 16:59:48;4,79;4,90;4,72;4,79;492.004,00;
2015-02-24 16:59:20;4,65;4,79;4,65;4,79;388.482,00;
2015-02-23 16:56:52;4,50;4,69;4,44;4,67;628.764,00;
2015-02-20 16:59:07;4,35;4,60;4,30;4,46;473.305,00;
2015-02-19 16:56:21;4,34;4,35;4,26;4,33;237.244,00;
2015-02-18 17:00:35;4,36;4,40;4,17;4,36;474.042,00;
2015-02-13 16:58:59;4,44;4,44;4,23;4,36;739.335,00;
2015-02-12 16:57:15;4,28;4,40;4,28;4,35;219.752,00;
2015-02-11 17:00:23;4,11;4,26;4,08;4,20;268.262,00;
2015-02-10 16:49:21;4,13;4,23;4,10;4,11;144.037,00;
2015-02-09 16:58:49;4,25;4,27;4,10;4,18;236.768,00;
2015-02-06 16:54:34;4,18;4,22;4,13;4,20;228.060,00;
2015-02-05 16:59:48;4,14;4,22;4,11;4,19;184.820,00;
2015-02-04 16:59:20;4,20;4,22;4,00;4,13;489.593,00;
2015-02-03 16:57:05;4,10;4,28;4,10;4,13;528.477,00;
2015-02-02 16:58:46;4,08;4,09;4,00;4,08;475.231,00;
2015-01-30 16:45:49;4,00;4,05;3,85;4,05;324.047,00;
2015-01-29 16:57:20;4,06;4,15;3,97;4,00;366.353,00;
2015-01-28 16:54:15;3,95;4,24;3,95;4,05;700.553,00;
2015-01-27 16:59:36;3,80;4,10;3,75;4,09;873.246,00;
2015-01-26 16:51:18;3,64;3,77;3,60;3,76;449.462,00;
2015-01-23 16:59:39;3,45;3,66;3,44;3,63;709.400,00;
2015-01-22 16:58:54;3,42;3,46;3,35;3,44;218.963,00;
2015-01-21 16:54:05;3,40;3,42;3,30;3,42;150.526,00;
2015-01-20 16:51:38;3,40;3,43;3,35;3,38;101.816,00;
2015-01-19 16:57:59;3,40;3,40;3,30;3,40;147.990,00;
2015-01-16 16:44:18;3,37;3,39;3,30;3,39;371.229,00;
2015-01-15 16:59:12;3,40;3,42;3,30;3,36;372.763,00;
2015-01-14 16:59:59;3,24;3,34;3,24;3,34;183.997,00;
2015-01-13 16:51:17;3,26;3,32;3,25;3,27;230.015,00;
2015-01-12 16:57:39;3,43;3,43;3,23;3,25;164.063,00;
2015-01-09 17:00:25;3,45;3,50;3,33;3,43;139.550,00;
2015-01-08 16:55:43;3,38;3,47;3,33;3,39;302.043,00;
2015-01-07 16:57:24;3,39;3,39;3,25;3,33;258.870,00;
2015-01-06 16:51:43;3,22;3,25;3,15;3,20;175.280,00;
2015-01-05 16:57:43;3,50;3,55;3,15;3,22;665.375,00;
2015-01-02 16:59:44;3,30;3,57;3,30;3,45;325.722,00;
2014-12-30 17:00:42;3,19;3,36;3,13;3,36;542.859,00;
2014-12-29 16:59:49;3,10;3,30;3,05;3,19;422.358,00;
2014-12-23 16:59:58;2,90;3,03;2,80;3,03;497.464,00;
2014-12-22 16:57:10;3,05;3,05;2,88;2,90;789.529,00;
2014-12-19 16:59:49;3,03;3,09;2,90;2,93;467.387,00;
2014-12-18 16:59:28;3,20;3,24;2,99;3,00;463.621,00;
2014-12-17 16:57:23;3,05;3,15;2,95;3,04;619.667,00;
2014-12-16 17:00:37;3,08;3,18;2,80;2,93;1.235.391,00;
2014-12-15 16:47:27;3,41;3,41;3,08;3,08;647.584,00;
2014-12-12 16:58:51;3,60;3,60;3,32;3,42;456.627,00;
2014-12-11 17:00:00;3,45;3,80;3,38;3,64;579.687,00;
2014-12-10 17:00:18;3,80;3,81;3,46;3,47;455.101,00;
2014-12-09 16:59:53;4,09;4,09;3,77;3,77;273.560,00;
2014-12-05 17:00:09;4,06;4,13;3,99;4,10;287.195,00;
2014-12-04 16:57:34;4,18;4,21;4,05;4,05;363.499,00;
2014-12-03 16:52:09;4,00;4,12;4,00;4,12;277.478,00;
2014-12-02 16:51:09;3,94;4,06;3,94;3,94;408.515,00;
2014-12-01 16:58:41;4,30;4,30;3,95;3,97;620.989,00;
2014-11-28 16:55:13;4,52;4,52;4,25;4,30;184.406,00;
2014-11-27 16:59:44;4,45;4,60;4,42;4,52;332.606,00;
2014-11-26 16:52:14;4,34;4,40;4,27;4,40;251.495,00;
2014-11-25 16:03:33;4,36;4,44;4,34;4,34;84.377,00;
2014-11-21 16:58:37;4,35;4,40;4,28;4,34;240.888,00;
2014-11-20 16:59:03;4,25;4,53;4,20;4,30;682.157,00;
2014-11-19 16:59:59;4,24;4,35;4,00;4,23;424.211,00;
2014-11-18 16:56:36;4,15;4,24;3,95;4,23;731.361,00;
2014-11-17 16:50:14;4,35;4,35;3,97;4,15;376.289,00;
2014-11-14 16:57:48;4,42;4,42;4,15;4,25;301.238,00;
2014-11-13 16:59:59;4,50;4,50;4,28;4,42;349.234,00;
2014-11-12 16:32:31;4,60;4,65;4,46;4,52;281.121,00;
2014-11-11 16:59:59;4,50;4,58;4,49;4,55;238.646,00;
2014-11-10 16:59:42;4,81;4,87;4,40;4,54;487.076,00;
2014-11-07 16:55:02;4,93;4,98;4,81;4,82;354.620,00;
2014-11-05 16:59:49;5,00;5,05;4,80;4,93;404.647,00;
2014-11-04 17:00:41;5,15;5,17;4,95;5,02;1.483.946,00;
2014-11-03 16:59:58;4,95;5,10;4,90;5,07;764.228,00;
2014-10-31 17:00:01;4,68;4,85;4,68;4,85;636.948,00;
2014-10-30 16:59:59;4,67;4,69;4,61;4,67;346.874,00;
2014-10-29 16:59:59;4,70;4,70;4,62;4,67;143.748,00;
2014-10-28 16:59:15;4,76;4,80;4,60;4,67;174.280,00;
2014-10-27 16:55:28;4,70;4,70;4,60;4,67;446.409,00;
2014-10-24 16:58:32;4,65;4,79;4,60;4,70;630.303,00;
2014-10-23 16:59:40;4,70;4,78;4,50;4,60;642.017,00;
2014-10-22 16:59:57;4,73;4,95;4,50;4,60;1.164.362,00;
2014-10-21 16:59:30;4,90;5,08;4,50;4,65;1.764.411,00;
2014-10-20 16:59:28;4,35;4,92;4,33;4,80;1.632.194,00;
2014-10-17 16:59:53;4,01;4,31;4,01;4,28;976.410,00;
2014-10-16 16:56:47;3,51;3,85;3,51;3,85;1.106.647,00;
2014-10-15 17:00:00;3,69;3,69;3,57;3,65;1.026.266,00;
2014-10-14 16:38:59;3,90;3,90;3,80;3,85;404.477,00;
2014-10-10 16:58:54;3,98;4,05;3,80;3,95;661.217,00;
2014-10-09 16:59:40;4,28;4,28;3,85;3,94;1.222.540,00;
2014-10-08 16:59:35;4,50;4,50;4,20;4,26;615.501,00;
2014-10-07 16:59:36;4,30;4,40;4,25;4,28;831.315,00;
2014-10-06 16:59:58;4,25;4,48;4,05;4,20;1.931.681,00;
2014-10-03 16:59:46;3,80;4,30;3,75;4,19;1.686.065,00;
2014-10-02 16:58:54;4,19;4,20;3,55;3,75;2.907.909,00;
2014-10-01 16:58:10;4,95;4,95;4,40;4,40;2.201.866,00;
2014-09-30 16:59:59;5,15;5,16;4,64;4,88;2.181.386,00;
2014-09-29 16:58:54;5,00;5,20;4,95;5,15;847.194,00;
2014-09-26 16:55:59;4,80;5,00;4,75;4,94;1.183.581,00;
2014-09-25 16:59:20;4,44;4,75;4,44;4,67;1.446.540,00;
2014-09-24 16:58:30;4,15;4,46;4,09;4,44;2.224.478,00;
2014-09-23 16:59:59;3,85;4,07;3,80;4,07;1.634.437,00;
2014-09-22 16:59:17;3,59;3,83;3,54;3,80;1.233.674,00;
2014-09-19 16:58:51;3,59;3,59;3,54;3,58;380.248,00;
2014-09-18 16:57:15;3,50;3,55;3,45;3,54;503.826,00;
2014-09-17 16:54:09;3,47;3,50;3,40;3,50;836.625,00;
2014-09-16 16:58:35;3,24;3,48;3,24;3,44;631.129,00;
2014-09-15 16:58:55;3,30;3,33;3,18;3,26;1.190.645,00;
2014-09-12 16:58:59;3,16;3,23;3,16;3,23;863.970,00;
2014-09-11 16:59:23;3,00;3,15;3,00;3,12;794.691,00;
2014-09-10 16:54:32;2,99;2,99;2,95;2,98;335.113,00;
2014-09-09 17:00:30;3,04;3,10;2,95;2,95;1.214.823,00;
2014-09-08 16:58:28;2,96;3,03;2,91;3,02;677.307,00;
2014-09-05 16:57:18;2,82;2,90;2,82;2,90;886.552,00;
2014-09-04 16:59:34;2,90;2,90;2,77;2,82;930.061,00;
2014-09-03 16:59:32;2,81;2,89;2,80;2,89;971.367,00;
2014-09-02 16:56:08;2,71;2,78;2,70;2,76;1.841.014,00;
2014-09-01 16:59:26;2,66;2,73;2,65;2,69;1.035.675,00;
2014-08-29 17:00:12;2,47;2,71;2,47;2,65;2.297.240,00;
2014-08-28 17:00:03;2,38;2,48;2,35;2,47;1.000.255,00;
2014-08-27 16:59:58;2,28;2,40;2,26;2,40;1.323.740,00;
2014-08-26 17:00:00;2,28;2,29;2,26;2,29;691.129,00;
2014-08-25 16:59:30;2,26;2,31;2,26;2,27;341.307,00;
2014-08-22 16:48:59;2,15;2,27;2,15;2,26;565.548,00;
2014-08-21 16:50:15;2,20;2,21;2,17;2,17;624.882,00;
2014-08-20 17:00:00;2,22;2,22;2,16;2,18;712.866,00;
2014-08-19 16:56:49;2,26;2,29;2,22;2,23;364.409,00;
2014-08-15 16:59:59;2,20;2,24;2,14;2,24;538.759,00;
2014-08-14 16:59:38;2,23;2,23;2,15;2,17;562.684,00;
2014-08-13 16:57:22;2,26;2,28;2,25;2,25;410.695,00;
2014-08-12 16:57:47;2,26;2,29;2,23;2,25;208.560,00;
2014-08-11 16:50:09;2,30;2,30;2,25;2,26;274.536,00;
2014-08-08 17:00:27;2,30;2,30;2,23;2,28;303.294,00;
2014-08-07 16:59:49;2,19;2,35;2,17;2,29;811.756,00;
2014-08-06 16:06:10;2,08;2,17;2,08;2,14;258.571,00;
2014-08-05 17:00:18;2,20;2,20;2,07;2,09;399.265,00;
2014-08-04 17:00:16;2,21;2,21;2,17;2,20;519.162,00;
2014-08-01 16:59:59;2,12;2,22;2,05;2,18;955.437,00;
2014-07-31 16:59:59;2,12;2,24;2,11;2,17;1.036.972,00;
2014-07-30 16:59:26;2,40;2,40;2,32;2,37;1.186.529,00;
2014-07-29 16:59:41;2,01;2,22;2,01;2,22;708.128,00;
2014-07-28 16:59:35;2,07;2,10;2,00;2,03;1.137.426,00;
2014-07-25 17:00:17;2,21;2,21;2,09;2,15;1.021.627,00;
2014-07-24 16:57:36;2,25;2,32;2,20;2,21;387.201,00;
2014-07-23 16:59:06;2,21;2,25;2,15;2,25;433.960,00;
2014-07-22 16:59:47;2,33;2,33;2,19;2,26;405.945,00;
2014-07-21 16:58:57;2,33;2,35;2,29;2,31;426.233,00;
2014-07-18 17:00:07;2,35;2,42;2,35;2,40;1.059.646,00;
