date;opening;max;min;close;nominalCount
2013-07-10 16:58:12;0,65;0,67;0,65;0,66;371.197,00;
2013-07-08 16:18:41;0,67;0,67;0,66;0,67;96.940,00;
2013-07-05 16:48:46;0,65;0,67;0,65;0,66;251.472,00;
2013-07-04 16:57:52;0,62;0,65;0,62;0,65;285.577,00;
2013-07-03 16:47:14;0,60;0,61;0,60;0,61;228.698,00;
2013-07-02 16:49:22;0,61;0,61;0,59;0,60;216.173,00;
2013-07-01 16:59:54;0,59;0,62;0,57;0,61;480.375,00;
2013-06-28 16:59:04;0,57;0,59;0,56;0,58;163.229,00;
2013-06-27 16:49:24;0,55;0,56;0,55;0,55;57.162,00;
2013-06-26 16:26:25;0,58;0,58;0,57;0,57;82.222,00;
2013-06-25 16:59:12;0,59;0,59;0,58;0,58;93.524,00;
2013-06-24 15:20:47;0,55;0,58;0,55;0,58;270.967,00;
2013-06-19 16:49:05;0,58;0,58;0,57;0,58;91.186,00;
2013-06-18 16:55:48;0,60;0,60;0,54;0,58;569.679,00;
2013-06-17 16:44:13;0,60;0,61;0,60;0,60;59.629,00;
2013-06-14 16:37:41;0,61;0,63;0,61;0,63;139.632,00;
2013-06-13 16:47:09;0,61;0,62;0,61;0,61;113.915,00;
2013-06-12 16:39:55;0,65;0,65;0,61;0,62;292.462,00;
2013-06-11 16:57:56;0,66;0,66;0,65;0,65;181.251,00;
2013-06-10 16:59:38;0,68;0,68;0,66;0,66;126.625,00;
2013-06-07 14:50:00;0,69;0,69;0,68;0,68;28.092,00;
2013-06-06 16:26:31;0,68;0,68;0,68;0,68;64.497,00;
2013-06-05 16:17:28;0,68;0,68;0,68;0,68;65.200,00;
2013-06-04 16:51:21;0,70;0,70;0,69;0,70;37.376,00;
2013-06-03 15:09:32;0,70;0,70;0,70;0,70;23.876,00;
2013-05-31 16:00:27;0,70;0,70;0,70;0,70;32.000,00;
2013-05-30 16:36:28;0,69;0,70;0,69;0,70;41.051,00;
2013-05-29 16:49:53;0,68;0,69;0,68;0,69;182.373,00;
2013-05-28 16:59:45;0,69;0,69;0,67;0,67;119.905,00;
2013-05-27 16:21:12;0,68;0,68;0,68;0,68;99.854,00;
2013-05-24 16:59:58;0,70;0,70;0,68;0,68;92.648,00;
2013-05-23 16:59:58;0,67;0,72;0,67;0,70;409.412,00;
2013-05-22 17:00:01;0,69;0,69;0,67;0,67;396.017,00;
2013-05-21 16:49:21;0,69;0,70;0,69;0,69;147.218,00;
2013-05-20 16:46:33;0,71;0,71;0,70;0,70;180.129,00;
2013-05-17 16:58:09;0,72;0,72;0,71;0,71;145.224,00;
2013-05-16 16:32:30;0,74;0,74;0,71;0,72;287.997,00;
2013-05-15 16:52:52;0,70;0,74;0,70;0,74;306.342,00;
2013-05-14 17:00:03;0,70;0,71;0,70;0,70;358.811,00;
2013-05-13 16:59:59;0,70;0,72;0,69;0,69;537.343,00;
2013-05-10 16:59:47;0,74;0,74;0,69;0,71;927.300,00;
2013-05-09 16:47:00;0,77;0,77;0,73;0,74;758.085,00;
2013-05-08 16:56:39;0,82;0,85;0,77;0,77;1.283.290,00;
2013-05-07 16:58:47;0,77;0,82;0,77;0,82;1.645.220,00;
2013-05-06 17:00:12;0,71;0,77;0,71;0,76;1.038.456,00;
2013-05-03 16:58:56;0,71;0,72;0,70;0,71;413.286,00;
2013-05-02 16:58:51;0,71;0,71;0,70;0,70;361.054,00;
2013-04-30 16:51:33;0,71;0,71;0,70;0,71;750.795,00;
2013-04-29 16:58:51;0,70;0,71;0,69;0,71;477.641,00;
2013-04-26 16:46:43;0,70;0,71;0,69;0,69;471.263,00;
2013-04-25 16:55:32;0,70;0,72;0,69;0,70;498.486,00;
2013-04-24 16:47:29;0,69;0,70;0,69;0,69;406.846,00;
2013-04-23 16:58:26;0,69;0,69;0,68;0,69;534.882,00;
2013-04-22 16:58:54;0,69;0,69;0,68;0,68;255.645,00;
2013-04-19 16:59:47;0,68;0,70;0,68;0,69;953.824,00;
2013-04-18 16:52:42;0,70;0,70;0,69;0,69;93.498,00;
2013-04-17 16:12:18;0,70;0,70;0,69;0,69;357.989,00;
2013-04-16 16:18:35;0,70;0,71;0,69;0,71;168.317,00;
2013-04-15 16:49:14;0,70;0,70;0,69;0,70;377.413,00;
2013-04-12 16:41:33;0,71;0,71;0,71;0,71;154.589,00;
2013-04-11 16:57:35;0,70;0,71;0,70;0,71;178.901,00;
2013-04-10 16:42:39;0,72;0,74;0,72;0,74;42.700,00;
2013-04-09 16:59:36;0,72;0,75;0,72;0,75;172.115,00;
2013-04-08 15:08:39;0,72;0,72;0,71;0,72;37.245,00;
2013-04-05 16:55:03;0,71;0,71;0,71;0,71;77.265,00;
2013-04-04 16:37:44;0,71;0,72;0,71;0,72;116.879,00;
2013-04-03 16:59:55;0,72;0,72;0,70;0,70;125.817,00;
2013-03-27 17:00:35;0,74;0,74;0,73;0,73;97.566,00;
2013-03-26 16:01:43;0,74;0,74;0,73;0,74;332.203,00;
2013-03-25 16:54:32;0,76;0,76;0,73;0,73;129.178,00;
2013-03-22 16:59:54;0,75;0,77;0,75;0,76;656.108,00;
2013-03-21 16:59:58;0,76;0,76;0,74;0,75;425.416,00;
2013-03-20 16:59:34;0,71;0,75;0,71;0,75;631.859,00;
2013-03-19 16:56:14;0,71;0,71;0,70;0,71;566.290,00;
2013-03-18 16:54:49;0,72;0,72;0,71;0,71;310.235,00;
2013-03-15 16:58:08;0,72;0,74;0,71;0,72;563.280,00;
2013-03-14 16:58:50;0,73;0,74;0,72;0,72;445.920,00;
2013-03-13 16:59:02;0,66;0,73;0,66;0,73;788.489,00;
2013-03-12 16:39:10;0,68;0,68;0,67;0,67;281.890,00;
2013-03-11 16:58:59;0,69;0,69;0,68;0,68;518.544,00;
2013-03-08 16:35:43;0,70;0,71;0,69;0,69;362.298,00;
2013-03-07 16:49:44;0,71;0,71;0,68;0,70;374.841,00;
2013-03-06 16:58:03;0,73;0,73;0,70;0,70;335.220,00;
2013-03-05 16:57:17;0,72;0,73;0,71;0,73;215.862,00;
2013-03-04 16:45:22;0,73;0,73;0,72;0,72;220.033,00;
2013-03-01 16:45:28;0,67;0,71;0,65;0,71;580.012,00;
2013-02-28 16:59:50;0,71;0,71;0,67;0,67;448.952,00;
2013-02-27 16:57:05;0,69;0,71;0,69;0,71;515.763,00;
2013-02-26 16:50:22;0,69;0,69;0,66;0,69;447.480,00;
2013-02-25 16:56:34;0,71;0,71;0,69;0,70;368.905,00;
2013-02-22 16:58:17;0,73;0,73;0,70;0,71;478.494,00;
2013-02-21 16:56:52;0,75;0,75;0,72;0,72;349.491,00;
2013-02-19 16:16:03;0,77;0,77;0,76;0,76;173.726,00;
2013-02-18 16:57:20;0,77;0,77;0,77;0,77;193.894,00;
2013-02-15 16:59:08;0,78;0,78;0,77;0,77;408.661,00;
2013-02-14 16:59:50;0,75;0,77;0,74;0,77;380.905,00;
2013-02-13 16:51:30;0,77;0,77;0,75;0,75;241.186,00;
2013-02-08 16:58:01;0,78;0,79;0,78;0,78;204.354,00;
2013-02-07 16:59:57;0,77;0,80;0,77;0,79;866.418,00;
2013-02-06 17:00:09;0,80;0,80;0,76;0,76;1.437.756,00;
2013-02-05 16:59:45;0,85;0,85;0,80;0,80;1.269.728,00;
2013-02-04 16:52:48;0,92;0,92;0,86;0,87;215.044,00;
2013-02-01 16:56:58;0,89;0,91;0,87;0,91;496.525,00;
2013-01-30 16:59:56;0,89;0,92;0,85;0,89;1.998.553,00;
2013-01-29 16:58:42;0,83;0,88;0,82;0,88;1.506.002,00;
2013-01-28 17:00:35;0,80;0,82;0,80;0,82;1.545.750,00;
2013-01-25 16:59:52;0,77;0,79;0,77;0,78;508.234,00;
2013-01-24 17:00:26;0,76;0,76;0,75;0,76;438.181,00;
2013-01-23 17:00:42;0,77;0,79;0,75;0,75;623.824,00;
2013-01-22 16:59:40;0,73;0,76;0,73;0,76;1.016.612,00;
2013-01-21 16:58:17;0,73;0,73;0,73;0,73;840.522,00;
2013-01-18 16:59:58;0,74;0,75;0,72;0,73;594.644,00;
2013-01-17 16:55:53;0,76;0,77;0,73;0,74;1.088.725,00;
2013-01-16 16:56:44;0,67;0,75;0,67;0,75;1.633.653,00;
2013-01-15 16:59:56;0,71;0,71;0,66;0,69;689.814,00;
2013-01-14 16:59:12;0,73;0,76;0,71;0,71;1.131.746,00;
2013-01-11 17:00:19;0,77;0,81;0,69;0,72;1.851.098,00;
2013-01-10 16:59:48;0,71;0,76;0,71;0,75;1.462.611,00;
2013-01-09 17:00:07;0,68;0,71;0,68;0,69;1.261.628,00;
2013-01-08 16:58:25;0,67;0,69;0,67;0,68;785.173,00;
2013-01-07 16:58:17;0,65;0,67;0,64;0,66;1.167.453,00;
2013-01-04 16:59:32;0,59;0,64;0,59;0,64;1.781.419,00;
2013-01-03 16:41:34;0,58;0,59;0,58;0,59;399.997,00;
2013-01-02 16:59:36;0,58;0,59;0,57;0,58;344.069,00;
2012-12-28 16:59:13;0,58;0,58;0,57;0,57;404.445,00;
2012-12-27 16:57:11;0,58;0,58;0,57;0,57;264.296,00;
2012-12-26 16:59:09;0,57;0,60;0,57;0,57;576.048,00;
2012-12-21 16:59:49;0,56;0,57;0,55;0,57;241.205,00;
2012-12-20 17:00:00;0,56;0,59;0,56;0,57;338.856,00;
2012-12-19 16:59:41;0,57;0,58;0,55;0,56;415.911,00;
2012-12-18 17:00:02;0,53;0,56;0,52;0,56;828.296,00;
2012-12-17 17:00:25;0,50;0,52;0,50;0,52;709.524,00;
2012-12-14 17:00:18;0,50;0,50;0,49;0,50;281.023,00;
2012-12-13 16:02:00;0,48;0,50;0,48;0,49;598.899,00;
2012-12-12 16:57:38;0,47;0,48;0,47;0,48;228.691,00;
2012-12-11 16:49:56;0,47;0,48;0,47;0,47;586.297,00;
2012-12-10 15:58:52;0,47;0,47;0,47;0,47;178.165,00;
2012-12-07 16:59:16;0,47;0,48;0,47;0,47;368.714,00;
2012-12-06 16:29:38;0,47;0,47;0,47;0,47;72.075,00;
2012-12-05 16:58:03;0,46;0,47;0,46;0,47;130.127,00;
2012-12-04 16:59:08;0,47;0,48;0,47;0,47;371.564,00;
2012-12-03 16:58:48;0,47;0,47;0,46;0,46;119.969,00;
2012-11-30 16:59:58;0,46;0,47;0,46;0,47;52.650,00;
2012-11-29 16:58:51;0,48;0,49;0,47;0,47;295.835,00;
2012-11-28 16:59:05;0,49;0,49;0,46;0,47;188.058,00;
2012-11-27 16:59:29;0,48;0,49;0,48;0,49;68.344,00;
2012-11-23 16:59:34;0,51;0,53;0,51;0,51;486.200,00;
2012-11-22 16:58:27;0,48;0,50;0,48;0,50;86.621,00;
2012-11-21 16:49:16;0,49;0,52;0,49;0,51;291.269,00;
2012-11-20 16:58:28;0,48;0,50;0,48;0,50;226.962,00;
2012-11-19 16:59:29;0,48;0,48;0,45;0,46;518.409,00;
2012-11-16 16:09:27;0,49;0,49;0,48;0,48;138.231,00;
2012-11-15 16:57:23;0,50;0,50;0,49;0,50;325.000,00;
2012-11-14 16:58:05;0,49;0,50;0,49;0,50;81.631,00;
2012-11-13 16:54:35;0,50;0,50;0,50;0,50;142.944,00;
2012-11-12 16:29:35;0,51;0,51;0,51;0,51;188.476,00;
2012-11-09 16:58:28;0,51;0,52;0,51;0,52;314.991,00;
2012-11-08 16:48:26;0,53;0,53;0,52;0,52;118.836,00;
2012-11-07 16:55:52;0,50;0,51;0,50;0,51;85.133,00;
2012-11-05 16:56:54;0,51;0,51;0,50;0,51;145.527,00;
2012-11-02 17:00:08;0,53;0,53;0,51;0,51;39.902,00;
2012-11-01 16:59:47;0,53;0,53;0,51;0,53;244.554,00;
2012-10-31 16:57:56;0,53;0,54;0,52;0,54;84.863,00;
2012-10-30 16:41:46;0,54;0,54;0,53;0,53;27.966,00;
2012-10-29 16:58:12;0,54;0,54;0,54;0,54;42.329,00;
2012-10-25 16:52:30;0,56;0,57;0,55;0,56;133.612,00;
2012-10-24 16:58:28;0,54;0,56;0,53;0,56;161.500,00;
2012-10-23 16:59:20;0,53;0,54;0,53;0,54;144.731,00;
2012-10-22 16:58:50;0,55;0,55;0,54;0,54;111.750,00;
2012-10-19 16:31:33;0,55;0,55;0,54;0,55;65.030,00;
2012-10-18 16:16:28;0,56;0,57;0,55;0,55;144.905,00;
2012-10-17 16:58:51;0,55;0,56;0,55;0,56;56.646,00;
2012-10-16 16:47:17;0,54;0,56;0,54;0,55;156.747,00;
2012-10-15 16:59:56;0,55;0,55;0,54;0,54;265.676,00;
2012-10-12 16:59:30;0,57;0,57;0,55;0,55;170.556,00;
2012-10-11 16:58:59;0,57;0,57;0,57;0,57;178.846,00;
2012-10-10 16:58:58;0,59;0,59;0,57;0,57;207.861,00;
2012-10-09 16:59:54;0,60;0,60;0,58;0,60;425.427,00;
2012-10-05 16:58:53;0,58;0,60;0,58;0,60;561.273,00;
2012-10-04 16:59:56;0,58;0,58;0,57;0,58;247.088,00;
2012-10-03 16:39:08;0,57;0,58;0,57;0,58;176.860,00;
2012-10-02 16:42:15;0,58;0,58;0,58;0,58;70.675,00;
2012-10-01 16:58:38;0,58;0,59;0,57;0,58;318.718,00;
2012-09-28 16:30:40;0,59;0,59;0,58;0,59;169.565,00;
2012-09-27 16:54:52;0,59;0,59;0,58;0,59;361.634,00;
2012-09-26 16:58:41;0,59;0,59;0,58;0,59;129.898,00;
2012-09-25 16:48:54;0,60;0,61;0,58;0,60;479.066,00;
2012-09-21 16:59:28;0,60;0,60;0,59;0,60;133.895,00;
2012-09-20 15:58:57;0,60;0,60;0,59;0,59;81.778,00;
2012-09-19 16:59:51;0,61;0,61;0,59;0,60;381.931,00;
2012-09-18 16:59:25;0,60;0,60;0,59;0,60;84.245,00;
2012-09-17 16:38:20;0,60;0,61;0,60;0,60;219.232,00;
2012-09-14 16:53:51;0,61;0,61;0,60;0,60;454.378,00;
2012-09-13 16:59:22;0,61;0,61;0,60;0,60;412.499,00;
2012-09-12 16:56:00;0,61;0,61;0,60;0,60;402.060,00;
2012-09-11 16:59:56;0,61;0,61;0,60;0,61;177.712,00;
2012-09-10 16:41:17;0,61;0,61;0,60;0,61;116.627,00;
2012-09-07 16:59:47;0,63;0,63;0,61;0,62;172.708,00;
2012-09-06 16:58:40;0,64;0,64;0,63;0,64;103.250,00;
2012-09-05 16:46:32;0,63;0,64;0,63;0,64;182.226,00;
2012-09-04 17:00:43;0,64;0,64;0,62;0,63;192.462,00;
2012-09-03 16:37:50;0,65;0,65;0,64;0,64;28.290,00;
2012-08-31 16:59:22;0,66;0,66;0,63;0,65;158.284,00;
2012-08-30 16:51:49;0,65;0,66;0,65;0,66;44.402,00;
2012-08-29 16:55:52;0,65;0,68;0,65;0,67;150.777,00;
2012-08-28 16:59:21;0,70;0,71;0,68;0,69;379.559,00;
2012-08-27 16:51:24;0,69;0,71;0,69;0,69;736.912,00;
2012-08-24 16:58:53;0,64;0,67;0,63;0,67;787.469,00;
2012-08-23 16:53:08;0,63;0,64;0,63;0,64;210.034,00;
2012-08-22 16:59:03;0,64;0,64;0,62;0,63;165.844,00;
2012-08-21 16:59:55;0,63;0,64;0,63;0,63;250.742,00;
2012-08-17 17:00:09;0,66;0,66;0,63;0,63;363.428,00;
2012-08-16 16:59:40;0,65;0,66;0,65;0,66;1.270.467,00;
2012-08-14 16:59:59;0,65;0,65;0,63;0,65;97.380,00;
2012-08-13 16:59:44;0,64;0,65;0,64;0,65;178.679,00;
2012-08-10 16:59:49;0,63;0,65;0,63;0,65;125.049,00;
2012-08-09 16:59:44;0,66;0,66;0,65;0,66;149.561,00;
2012-08-08 16:56:15;0,66;0,66;0,65;0,65;172.155,00;
2012-08-07 16:57:28;0,66;0,66;0,66;0,66;181.769,00;
2012-08-06 16:59:04;0,66;0,67;0,66;0,67;168.553,00;
2012-08-03 16:58:46;0,68;0,68;0,66;0,67;172.420,00;
2012-08-02 16:59:39;0,66;0,67;0,66;0,67;49.474,00;
2012-08-01 16:59:57;0,66;0,67;0,66;0,66;125.480,00;
2012-07-31 16:58:37;0,69;0,69;0,68;0,68;138.002,00;
2012-07-30 16:59:56;0,69;0,70;0,69;0,69;99.662,00;
2012-07-27 16:59:11;0,74;0,74;0,71;0,72;87.338,00;
2012-07-26 16:53:57;0,75;0,75;0,72;0,73;571.461,00;
2012-07-25 16:59:59;0,70;0,74;0,70;0,74;1.049.097,00;
2012-07-24 16:35:34;0,70;0,71;0,68;0,70;270.371,00;
2012-07-23 16:58:46;0,67;0,70;0,66;0,70;474.013,00;
2012-07-20 16:59:23;0,68;0,68;0,67;0,68;341.498,00;
2012-07-19 16:59:29;0,67;0,70;0,67;0,68;358.609,00;
2012-07-18 16:55:46;0,64;0,68;0,64;0,67;742.332,00;
2012-07-17 16:53:34;0,64;0,64;0,63;0,64;312.280,00;
2012-07-16 16:59:12;0,63;0,64;0,63;0,63;232.058,00;
2012-07-13 16:55:10;0,64;0,64;0,63;0,63;244.992,00;
2012-07-12 14:41:51;0,64;0,64;0,63;0,63;81.528,00;
2012-07-11 16:38:05;0,63;0,65;0,63;0,65;84.650,00;
2012-07-10 16:56:55;0,66;0,66;0,64;0,64;64.644,00;
2012-07-06 16:55:56;0,66;0,66;0,65;0,66;376.360,00;
2012-07-05 16:59:39;0,64;0,66;0,63;0,66;584.397,00;
2012-07-04 16:59:43;0,62;0,63;0,62;0,63;184.745,00;
2012-07-03 16:53:32;0,62;0,63;0,62;0,63;179.618,00;
2012-07-02 16:47:41;0,64;0,64;0,63;0,63;152.351,00;
2012-06-29 16:58:30;0,63;0,64;0,63;0,64;100.380,00;
2012-06-28 16:52:46;0,64;0,64;0,63;0,63;98.761,00;
2012-06-27 16:52:51;0,65;0,66;0,64;0,64;440.115,00;
2012-06-26 15:21:18;0,63;0,65;0,63;0,65;140.677,00;
2012-06-25 16:59:55;0,66;0,66;0,63;0,63;66.031,00;
2012-06-22 17:00:15;0,63;0,64;0,63;0,64;193.249,00;
2012-06-21 16:43:05;0,64;0,64;0,63;0,63;133.841,00;
2012-06-19 16:58:49;0,66;0,66;0,64;0,64;242.420,00;
2012-06-18 16:52:50;0,66;0,66;0,65;0,66;131.061,00;
2012-06-15 17:00:42;0,67;0,67;0,65;0,66;508.539,00;
2012-06-14 17:00:12;0,65;0,67;0,65;0,65;250.756,00;
2012-06-13 17:02:03;0,63;0,66;0,63;0,65;271.028,00;
2012-06-12 16:59:36;0,66;0,66;0,64;0,64;103.200,00;
2012-06-11 16:55:56;0,66;0,67;0,65;0,65;153.865,00;
2012-06-08 16:52:17;0,67;0,67;0,67;0,67;73.778,00;
2012-06-07 16:59:47;0,67;0,67;0,67;0,67;31.514,00;
2012-06-06 16:59:12;0,68;0,68;0,66;0,67;110.687,00;
2012-06-05 16:59:43;0,68;0,68;0,67;0,68;82.904,00;
2012-06-04 17:00:19;0,70;0,70;0,66;0,67;216.263,00;
2012-06-01 16:59:44;0,71;0,72;0,70;0,71;156.733,00;
2012-05-31 16:58:33;0,73;0,74;0,73;0,74;38.041,00;
2012-05-30 16:59:38;0,73;0,74;0,73;0,73;70.759,00;
2012-05-29 16:45:12;0,74;0,75;0,74;0,75;357.500,00;
2012-05-28 15:52:27;0,75;0,75;0,74;0,74;105.927,00;
2012-05-24 16:50:55;0,74;0,76;0,74;0,75;308.639,00;
2012-05-23 16:59:51;0,66;0,73;0,66;0,73;653.856,00;
2012-05-22 16:59:27;0,66;0,69;0,66;0,67;510.058,00;
2012-05-21 16:59:40;0,66;0,66;0,64;0,66;156.843,00;
2012-05-18 16:59:59;0,63;0,65;0,63;0,65;232.376,00;
2012-05-17 16:59:58;0,64;0,64;0,62;0,63;264.256,00;
2012-05-16 16:01:07;0,65;0,69;0,65;0,65;354.923,00;
2012-05-15 16:59:59;0,69;0,69;0,65;0,65;172.552,00;
2012-05-14 16:59:57;0,72;0,72;0,70;0,70;310.241,00;
2012-05-11 16:59:54;0,77;0,77;0,73;0,74;319.760,00;
2012-05-10 16:59:59;0,79;0,80;0,76;0,77;534.339,00;
2012-05-09 16:57:28;0,78;0,78;0,74;0,78;550.607,00;
2012-05-08 16:57:10;0,72;0,85;0,72;0,82;1.729.610,00;
2012-05-07 17:00:03;0,62;0,71;0,62;0,71;2.117.716,00;
2012-05-04 16:58:29;0,60;0,62;0,60;0,62;337.325,00;
2012-05-03 16:49:44;0,61;0,62;0,60;0,60;697.279,00;
2012-05-02 16:53:20;0,61;0,61;0,59;0,60;289.741,00;
2012-04-27 16:59:59;0,60;0,63;0,59;0,62;1.018.971,00;
2012-04-26 16:59:55;0,60;0,61;0,54;0,60;1.151.931,00;
2012-04-25 16:59:47;0,66;0,66;0,60;0,60;417.359,00;
2012-04-24 16:59:20;0,68;0,68;0,66;0,66;215.928,00;
2012-04-23 16:59:30;0,67;0,68;0,67;0,68;263.030,00;
2012-04-20 17:00:08;0,68;0,69;0,66;0,69;803.574,00;
2012-04-19 16:59:42;0,66;0,67;0,63;0,67;742.698,00;
2012-04-18 17:00:02;0,74;0,74;0,66;0,66;593.186,00;
2012-04-17 16:59:40;0,75;0,75;0,72;0,73;503.521,00;
2012-04-16 16:59:59;0,81;0,81;0,76;0,77;339.061,00;
2012-04-13 17:00:10;0,83;0,83;0,80;0,81;491.440,00;
2012-04-12 16:54:54;0,84;0,84;0,83;0,84;230.844,00;
2012-04-11 16:35:26;0,85;0,85;0,83;0,85;233.651,00;
2012-04-10 16:59:19;0,84;0,84;0,83;0,84;197.137,00;
2012-04-09 16:59:46;0,83;0,85;0,83;0,84;157.322,00;
2012-04-04 16:58:55;0,85;0,87;0,84;0,87;278.278,00;
2012-04-03 16:59:58;0,87;0,87;0,85;0,86;439.152,00;
2012-03-30 16:58:19;0,90;0,91;0,89;0,91;289.174,00;
2012-03-29 16:57:13;0,93;0,93;0,90;0,91;239.507,00;
2012-03-28 16:58:54;0,91;0,93;0,91;0,93;343.900,00;
2012-03-27 17:00:16;0,89;0,91;0,88;0,91;515.533,00;
2012-03-26 17:00:04;0,96;0,96;0,89;0,89;688.071,00;
2012-03-23 17:00:00;0,97;0,97;0,95;0,96;384.303,00;
2012-03-22 16:58:54;0,99;1,00;0,96;0,97;431.489,00;
2012-03-21 16:59:56;0,98;0,98;0,96;0,98;385.977,00;
2012-03-20 17:00:24;1,01;1,01;0,98;0,98;175.935,00;
2012-03-19 16:58:35;1,01;1,03;0,99;1,00;220.894,00;
2012-03-16 16:25:28;1,04;1,04;1,02;1,02;139.051,00;
2012-03-15 16:58:35;1,03;1,05;1,02;1,05;358.507,00;
2012-03-14 17:00:05;1,04;1,04;1,02;1,04;492.215,00;
2012-03-13 17:00:03;1,03;1,04;1,01;1,03;404.744,00;
2012-03-12 16:57:16;1,00;1,03;1,00;1,03;551.536,00;
2012-03-09 16:59:59;1,05;1,05;1,01;1,04;151.614,00;
2012-03-08 16:24:39;1,06;1,07;1,05;1,06;58.585,00;
2012-03-07 16:59:52;1,05;1,06;1,04;1,06;106.255,00;
2012-03-06 16:59:59;1,05;1,08;1,03;1,07;153.443,00;
2012-03-05 16:59:52;1,09;1,09;1,07;1,07;110.688,00;
2012-03-02 17:00:02;1,11;1,11;1,09;1,11;140.115,00;
2012-03-01 17:00:42;1,07;1,13;1,07;1,13;314.247,00;
2012-02-29 16:55:56;1,10;1,12;1,07;1,07;178.832,00;
2012-02-28 16:54:09;1,12;1,12;1,10;1,10;72.692,00;
2012-02-24 16:47:41;1,13;1,18;1,13;1,14;386.032,00;
2012-02-23 16:57:28;1,13;1,15;1,13;1,14;102.550,00;
2012-02-22 16:59:16;1,17;1,17;1,12;1,14;178.613,00;
2012-02-17 16:59:50;1,14;1,15;1,14;1,15;74.670,00;
2012-02-16 16:59:56;1,13;1,15;1,13;1,15;217.411,00;
2012-02-15 16:59:37;1,14;1,14;1,13;1,14;166.715,00;
2012-02-14 16:23:29;1,16;1,16;1,13;1,13;70.692,00;
2012-02-13 16:50:45;1,15;1,17;1,14;1,16;144.709,00;
2012-02-10 16:59:30;1,14;1,14;1,12;1,14;127.075,00;
2012-02-09 15:12:10;1,14;1,15;1,13;1,15;93.778,00;
2012-02-08 16:52:20;1,16;1,16;1,13;1,14;189.707,00;
2012-02-07 16:57:48;1,17;1,17;1,14;1,16;286.329,00;
2012-02-06 16:57:08;1,15;1,16;1,15;1,16;350.171,00;
2012-02-03 16:33:11;1,17;1,19;1,17;1,18;156.493,00;
2012-02-02 16:59:46;1,18;1,18;1,16;1,17;300.903,00;
2012-02-01 16:57:28;1,21;1,22;1,18;1,20;351.000,00;
2012-01-31 17:00:03;1,21;1,21;1,18;1,20;56.067,00;
2012-01-30 16:59:43;1,20;1,21;1,19;1,20;111.783,00;
2012-01-27 17:00:25;1,23;1,23;1,20;1,22;139.885,00;
2012-01-26 16:57:48;1,25;1,27;1,23;1,23;156.622,00;
2012-01-25 17:00:14;1,25;1,26;1,24;1,24;97.221,00;
2012-01-24 16:47:29;1,22;1,23;1,21;1,23;116.145,00;
2012-01-23 16:51:04;1,25;1,25;1,23;1,23;65.907,00;
2012-01-20 16:47:56;1,25;1,25;1,24;1,25;88.774,00;
2012-01-19 16:57:42;1,29;1,29;1,25;1,27;247.916,00;
2012-01-18 16:59:09;1,25;1,28;1,24;1,28;233.068,00;
2012-01-17 16:57:14;1,24;1,25;1,21;1,25;203.415,00;
2012-01-16 16:58:57;1,22;1,25;1,20;1,25;174.123,00;
2012-01-13 16:58:51;1,25;1,25;1,22;1,25;151.608,00;
2012-01-12 16:50:59;1,27;1,27;1,26;1,26;140.135,00;
2012-01-11 16:50:11;1,27;1,27;1,24;1,25;94.986,00;
2012-01-10 15:39:03;1,26;1,30;1,26;1,26;155.981,00;
2012-01-09 16:58:48;1,27;1,34;1,27;1,29;342.000,00;
2012-01-06 17:00:00;1,27;1,31;1,26;1,30;556.264,00;
2012-01-05 16:27:12;1,23;1,26;1,23;1,24;150.024,00;
2012-01-04 16:59:58;1,17;1,23;1,17;1,23;233.758,00;
2012-01-03 16:56:06;1,15;1,18;1,15;1,17;222.079,00;
2011-12-29 16:38:15;1,12;1,15;1,12;1,15;97.966,00;
2011-12-28 16:53:38;1,14;1,14;1,12;1,12;45.821,00;
2011-12-27 16:49:03;1,18;1,18;1,14;1,14;18.413,00;
2011-12-22 16:56:42;1,17;1,17;1,13;1,16;37.556,00;
2011-12-21 16:58:50;1,11;1,15;1,11;1,15;150.787,00;
2011-12-20 16:58:27;1,13;1,14;1,12;1,14;127.115,00;
2011-12-19 16:59:49;1,15;1,17;1,12;1,13;201.176,00;
2011-12-16 16:59:39;1,17;1,18;1,16;1,18;97.027,00;
2011-12-15 16:59:04;1,19;1,19;1,16;1,17;248.631,00;
2011-12-14 16:10:30;1,23;1,23;1,15;1,18;193.076,00;
2011-12-13 16:33:06;1,20;1,23;1,20;1,20;428.519,00;
2011-12-12 16:59:19;1,23;1,23;1,20;1,20;85.396,00;
2011-12-07 16:59:05;1,25;1,27;1,24;1,25;154.120,00;
2011-12-06 16:50:46;1,27;1,29;1,24;1,25;275.463,00;
2011-12-05 15:05:33;1,29;1,30;1,27;1,27;147.388,00;
2011-12-02 16:58:38;1,26;1,28;1,25;1,28;180.342,00;
2011-12-01 17:00:15;1,26;1,26;1,22;1,24;166.782,00;
2011-11-30 16:59:52;1,32;1,32;1,24;1,26;213.610,00;
2011-11-29 17:00:06;1,28;1,32;1,28;1,28;173.982,00;
2011-11-25 17:00:26;1,17;1,26;1,17;1,26;436.923,00;
2011-11-24 16:52:49;1,14;1,17;1,14;1,16;167.858,00;
2011-11-23 16:54:48;1,16;1,16;1,13;1,13;140.398,00;
2011-11-22 16:59:43;1,15;1,18;1,15;1,16;197.224,00;
2011-11-21 16:42:34;1,17;1,18;1,14;1,15;239.045,00;
